cab_type,destination,source,id,product_id,name,distance,time_stamp,price,surge_multiplier
Uber,Boston University,Theatre District,e5eedab2-2596-48f3-8f3a-846ec57e7190,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.62,1543276454922,16.0,1.0
Uber,Boston University,Theatre District,f0a1a098-167c-40c7-ac6b-4b57bb2fefa8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.62,1544894104087,10.5,1.0
Uber,Beacon Hill,South Station,3eaa06b4-0ae7-4003-8bba-051332a46f21,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.58,1543645084754,8.5,1.0
Uber,North End,Beacon Hill,28cb7ea9-5cd8-4b5d-82df-f0b5daf0034e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.52,1543278614145,,1.0
Uber,North End,Beacon Hill,400944c0-2928-47b6-aa77-7a244b13bf4f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.52,1543795379038,14.5,1.0
Uber,North End,Beacon Hill,65058e02-f3c0-421f-b828-4dd420924d5c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.52,1543578481301,27.0,1.0
Uber,North End,Beacon Hill,8d590dc6-5d56-43f4-ab4b-db10e81d606b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.52,1544755211261,9.5,1.0
Uber,North End,Beacon Hill,bbde7267-76c7-48e5-bc32-4b73220f9719,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.52,1543541283316,9.5,1.0
Uber,North End,Beacon Hill,c9455363-4112-4e88-9a8f-0024b779d2e0,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.52,1543776476222,19.0,1.0
Uber,North End,Beacon Hill,d9351a1e-3558-44c5-bdce-f3fd1be7ba74,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.52,1544728809754,7.5,1.0
Uber,Fenway,North Station,2963e798-1a50-4124-abfc-ca45d5fa05a1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,3.05,1543478281585,10.0,1.0
Uber,Fenway,North Station,4711a458-12ab-4e52-99c3-340a1e5f6a52,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,3.05,1543278255205,11.0,1.0
Uber,Fenway,North Station,4c236896-8c6a-4fad-9685-686813f4aedb,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,3.05,1544870410056,35.0,1.0
Uber,Fenway,North Station,4ca99bab-69e0-42b2-96da-eb9be834712e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,3.05,1543304542188,11.0,1.0
Uber,Fenway,North Station,6d6403f2-bc13-4b3b-b3c1-a74f8828d2e1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,3.05,1543522980707,25.0,1.0
Uber,Fenway,North Station,a6c5e6a9-ee91-4645-9021-a34dbe2ecb9c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,3.05,1543340361883,19.0,1.0
Uber,Fenway,North Station,e909ca1a-2db4-46df-b6a6-f70de8c8dcaa,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,3.05,1543459808795,,1.0
Uber,Haymarket Square,Back Bay,1a6f2ccb-2b44-4920-bed2-5ddf603e3aa5,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.32,1543651981704,,1.0
Uber,Haymarket Square,Back Bay,aa5db005-3a18-4ffa-98cd-85f7035e6b6d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.32,1543302923658,24.0,1.0
Uber,Haymarket Square,Back Bay,b6e9ec2f-18a1-4a65-aa75-fa368f477fe7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.32,1543490876157,10.5,1.0
Uber,Boston University,Theatre District,0776b9d0-ed88-47d6-b970-a1e6d4ccb5dd,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.62,1543471382040,25.0,1.0
Uber,Boston University,Theatre District,32ca07dc-4f66-4d01-b1b4-66cfa71f4d7f,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.62,1544925912262,17.0,1.0
Uber,Boston University,Theatre District,42e8868c-8e53-434d-b941-523567493a35,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.62,1543447748017,11.5,1.0
Uber,Boston University,Theatre District,7f9cb185-ebfe-4faa-92e6-b0e0881f9654,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.62,1543406786424,11.0,1.0
Uber,Boston University,Theatre District,8bf39f5b-5395-4e06-b058-161e8724ab9f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.62,1544686513779,11.5,1.0
Uber,Boston University,Theatre District,93e7bbd3-73b8-4a01-91d1-3b48a3e04e22,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.62,1543420928033,,1.0
Uber,Boston University,Theatre District,9f3bfdc3-e597-4d93-b37c-e5b3388eccd4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.62,1543451528114,33.5,1.0
Uber,Beacon Hill,Northeastern University,c0aa9482-083c-489b-8baf-92329b35c50f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.61,1543323443624,,1.0
Uber,Beacon Hill,Northeastern University,cc06aa59-2670-414f-9003-2c16808216fd,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.61,1544976013591,10.5,1.0
Uber,North End,Theatre District,2c346719-29d4-4498-9cdc-c86199acebd7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.57,1543361422164,8.0,1.0
Uber,North End,Theatre District,3c3e4254-4e00-417c-b16a-3ca45a640a17,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.57,1543405448051,8.0,1.0
Uber,North End,Theatre District,48cd0e73-fc59-4963-9b51-af0976a7da20,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.57,1543223470032,16.5,1.0
Uber,North End,Theatre District,6009903e-8e7e-4c46-9593-757ffb0e9a31,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.57,1543669978824,13.0,1.0
Uber,North End,Theatre District,604fc69d-1859-4c92-8340-abca351b8a22,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.57,1543663677249,27.5,1.0
Uber,North End,Theatre District,a14adf52-e272-4be3-a8dc-3cd183a1002f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.57,1543232470499,,1.0
Uber,North End,Theatre District,e98182f0-4d4f-448b-b7a9-1a29a4c0f874,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.57,1545105013178,8.0,1.0
Uber,North End,West End,0532d081-f128-4481-a1cb-fb018eccea29,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.23,1543418186909,8.5,1.0
Uber,North End,West End,067886a3-81da-4ff4-a6b3-5c6fbc252d05,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.23,1544914212427,,1.0
Uber,North End,West End,3868623e-2794-4189-bcbb-284907eeb115,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.23,1543449547421,9.5,1.0
Uber,North End,West End,5d3fb41f-adec-4114-9252-f93cffbb3797,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.23,1543367363555,27.0,1.0
Uber,North End,West End,7e83e567-8680-45b0-a11c-7a163df1cc71,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.23,1543603387908,13.5,1.0
Uber,North End,West End,cdfb279a-469e-4803-8690-afa9be826663,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.23,1543509776069,9.5,1.0
Uber,North End,West End,fc7315f6-6536-44d9-856d-06b64ccedaee,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.23,1543672082223,17.0,1.0
Uber,North End,Theatre District,14b7fb19-5079-428c-a298-665ab72b9c56,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.57,1543807082222,8.0,1.0
Uber,North End,Theatre District,1a71314e-a98e-48e4-8780-d88fb106e225,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.57,1543340002124,7.5,1.0
Uber,North End,Theatre District,44cda648-d32b-4097-8329-599cea467ae6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.57,1543746480983,14.0,1.0
Uber,North End,Theatre District,7ee5bbac-f01e-4cf1-9526-a4cfcd128487,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.57,1543430186216,,1.0
Uber,North End,Theatre District,8fceb75f-6394-46c6-9197-f67381d552a2,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.57,1543280329142,26.0,1.0
Uber,North End,Theatre District,a99149cc-ff2b-4a5d-8283-7a6047a95514,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.57,1544982309823,19.0,1.0
Uber,North End,Theatre District,f6a73f7b-5f42-4d2b-aef3-019b81b3e273,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.57,1543337122482,7.5,1.0
Uber,Beacon Hill,Haymarket Square,3b5de98b-435a-45df-a805-19da0e8fd1b1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.36,1545104403405,9.0,1.0
Uber,Beacon Hill,Haymarket Square,4267439c-e6c9-456c-af47-1fcced7597d9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.36,1543758785052,8.5,1.0
Uber,Beacon Hill,Haymarket Square,5af8c8a1-cd6e-487f-98bc-40651409376a,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.36,1543538576242,,1.0
Uber,Beacon Hill,Haymarket Square,a11cea1f-c583-44c1-abad-0ad0c14f8b1e,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.36,1544919008634,8.5,1.0
Uber,Beacon Hill,Haymarket Square,bc7bd071-a294-43c8-af22-5cea6aed9d09,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.36,1543434967896,18.0,1.0
Uber,Beacon Hill,Haymarket Square,c9f8cd75-4f00-4bc2-b809-e217eca96854,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.36,1544993104378,14.0,1.0
Uber,Beacon Hill,Haymarket Square,eb163474-ade5-45d2-83bd-d64ed50d3928,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.36,1543573682217,26.0,1.0
Uber,Back Bay,Fenway,0d7b84cf-46aa-4e1b-8195-6609bac76472,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.5,1543274474710,15.0,1.0
Uber,Back Bay,Fenway,461544d3-0e6f-46f5-9faf-c1a74996c212,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.5,1544712304320,7.0,1.0
Uber,Back Bay,Fenway,95f51dd3-bd0b-4bd3-89bb-c97f269787f7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.5,1543816976000,12.0,1.0
Uber,Back Bay,Fenway,b49222eb-13aa-49dc-8c9e-83f75a91d9b6,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.5,1543329202208,7.0,1.0
Uber,Back Bay,Fenway,bbfcc801-17d9-456c-88b5-58ec8c8f7677,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.5,1543714684576,6.5,1.0
Uber,Back Bay,Fenway,de78c6cc-a05e-4488-9654-0f9f761cf4d6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.5,1544731815526,25.0,1.0
Uber,Back Bay,Fenway,fb58f6d8-c35a-4f89-a0cb-d5de3d9adf7f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.5,1543861377433,,1.0
Uber,North End,West End,0504c1fa-5159-4127-9fcd-0ba50c6c23a3,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.23,1543614185172,6.5,1.0
Uber,North End,West End,56ba291d-55be-4f6c-83b3-42763f5d29a3,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.23,1543327763744,7.5,1.0
Uber,North End,West End,634bd42e-5977-40f7-8a5b-8d639219e24b,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.23,1543409948482,7.5,1.0
Uber,North End,West End,74719352-e93a-441a-b1d7-564724c94933,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.23,1543754882753,17.0,1.0
Uber,North End,West End,86609b3f-6bb0-4cc3-b644-8a4064a0a9d4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.23,1543829282191,13.0,1.0
Uber,North End,West End,8788404a-fbb5-40f5-910b-856d79f3a9ca,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.23,1545032106389,26.0,1.0
Uber,North End,West End,c68e9944-1662-446a-94d2-30fc8ee338c6,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.23,1544806210130,,1.0
Uber,Theatre District,South Station,32ba3b95-7cdf-4480-80ba-7e9bc5a102ec,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.3,1544781011906,8.0,1.0
Uber,Theatre District,South Station,69848a50-0405-4992-94f2-68c7c5677b0f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.3,1544915410678,26.0,1.0
Uber,Theatre District,South Station,d2879a7e-f5d7-4d03-9bc5-69ec56249dd6,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.3,1543782776395,13.0,1.0
Uber,Theatre District,South Station,eb1dfe94-66a1-45ba-8206-ad72e6584333,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.3,1543356564504,,1.0
Uber,Theatre District,Fenway,4e501e20-847d-4e45-ae1b-148d8bd83b4b,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.66,1544899512211,,1.0
Uber,Theatre District,Fenway,5d7372b1-0949-4500-bf63-6b8fe12b266c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.66,1544838905017,31.5,1.0
Uber,Theatre District,Fenway,695e9a96-c180-42b0-95cd-2c134347b9ae,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.66,1543694583092,18.0,1.0
Uber,Theatre District,Fenway,969ddf7f-1d79-430c-bdad-885de4f2fa89,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.66,1543335862161,9.0,1.0
Uber,Theatre District,Fenway,9e4cdb6e-5c33-4e0d-b70f-0b7241344454,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.66,1543450807931,10.5,1.0
Uber,Theatre District,Fenway,a66f46cd-44ff-49a3-8111-d9c5e098331d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.66,1544791803311,19.5,1.0
Uber,Theatre District,Fenway,c740963a-fd9c-4771-b603-4ef85c343d44,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.66,1543888683015,10.5,1.0
Uber,Northeastern University,Financial District,00a96759-68d4-4e39-b976-49c0f5b8b325,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,4.73,1544882410599,,1.0
Uber,Northeastern University,Financial District,14a7015a-1652-4692-94e1-15114504a1ee,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,4.73,1545149113077,9.0,1.0
Uber,Northeastern University,Financial District,4e6b3a32-3030-4474-9b64-b31b30acb764,6c84fd89-3f11-4782-9b50-97c468b19529,Black,4.73,1543428686053,28.5,1.0
Uber,Northeastern University,Financial District,7deede0e-3942-4e47-9f2c-9c71245bc7cb,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,4.73,1543879083389,13.0,1.0
Uber,Northeastern University,Financial District,ed17a16d-79c0-497e-868b-98a5c6a6b8fa,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,4.73,1544785805799,21.5,1.0
Uber,Northeastern University,Financial District,f54f03d8-5eeb-4cf7-8d96-c7ddcc399576,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,4.73,1544989510173,36.0,1.0
Uber,Northeastern University,Financial District,fe8e9e20-854a-49b9-8b9c-fd4a78fb8d4b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,4.73,1545036903365,13.0,1.0
Uber,Boston University,Beacon Hill,22dfb521-2b47-449e-bcc9-217dea6d3b31,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.27,1545080412993,20.5,1.0
Uber,Boston University,Beacon Hill,29e99482-fcd4-456d-92c4-c5fe5ca7b07d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.27,1543224551883,9.5,1.0
Uber,Boston University,Beacon Hill,560b19ea-da22-4268-bd64-9fd89742a765,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.27,1543429028194,16.0,1.0
Uber,Boston University,Beacon Hill,ab939b9c-c028-4fb1-af1b-4a47fa0ec951,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.27,1545063905793,,1.0
Uber,Boston University,Beacon Hill,c7aa3c28-0b88-4a7d-a129-ebf451a92b82,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.27,1543541884976,9.0,1.0
Uber,Boston University,Beacon Hill,eed1014a-e5ef-4c49-8b38-4e9ccd12feda,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.27,1545040205478,27.5,1.0
Uber,Boston University,Beacon Hill,f462b14c-7580-4b36-90ec-654ae88c50a7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.27,1544674505979,9.5,1.0
Uber,Northeastern University,Theatre District,4d8704b7-a14b-4302-b779-f2e900963a8e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.81,1543413983361,,1.0
Uber,Northeastern University,Theatre District,5a55731e-2f43-4e25-8aba-d2e0a6263f9e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.81,1543476175827,17.0,1.0
Uber,Northeastern University,Theatre District,a966d576-44eb-4aa9-8a55-f6c2fc7af2dd,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.81,1543462507861,8.5,1.0
Uber,Northeastern University,Theatre District,bc548667-214f-4520-8b88-cb3da423e473,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.81,1543893178620,8.5,1.0
Uber,Northeastern University,Theatre District,ce5db3d1-d00f-4266-9a61-8beaa4515836,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.81,1543558081517,8.5,1.0
Uber,Northeastern University,Theatre District,de3bdf5f-21cf-44b2-8869-0b9dfb1ea3c3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.81,1545090605077,13.0,1.0
Uber,Northeastern University,Theatre District,e897defc-460d-47f6-ba34-bb7a7785d7d6,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.81,1543526881846,24.0,1.0
Uber,South Station,West End,2319a1e2-1260-4a05-90c5-71c197135268,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.14,1543438748131,29.5,1.0
Uber,South Station,West End,262c4a2c-5441-4190-be6e-4914135a1c83,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.14,1543309222152,19.5,1.0
Uber,South Station,West End,6a2f0ba3-9369-451a-8ced-461da3bce6ff,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.14,1543228509581,15.0,1.0
Uber,South Station,West End,72161ee3-5421-4b49-a11a-ef2925c01406,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.14,1543306522274,,1.0
Uber,South Station,West End,901ebff7-66d2-417f-8d75-02dbc795aa15,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.14,1543648678893,8.5,1.0
Uber,South Station,West End,ce60204f-4430-4ea3-9106-0de4b70bc715,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.14,1543399883333,9.0,1.0
Uber,South Station,West End,d8c05ae1-b9c3-49d3-a733-471f1755f251,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.14,1543267929517,8.5,1.0
Uber,West End,Fenway,2286cef9-66f8-4410-85b1-623d5aa39119,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2.72,1543725778934,10.0,1.0
Uber,West End,Fenway,3b8722d8-11e8-41ca-82e7-b6d2bbf6d04c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2.72,1544935212549,17.0,1.0
Uber,West End,Fenway,4e02be57-d03f-4552-b3de-88bfffa827b2,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2.72,1544407120528,19.5,1.0
Uber,West End,Fenway,a5ac1303-cca5-4dac-b336-6edfdcf2952e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2.72,1544916913293,31.5,1.0
Uber,West End,Fenway,a74e3d49-a128-4e0f-9414-81507e8f0ebc,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2.72,1543315523596,,1.0
Uber,West End,Fenway,aa92f73f-0347-4f15-ae26-81a8f0c470e4,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2.72,1544715313077,8.0,1.0
Uber,West End,Fenway,f85b42a0-4fcc-4a65-a1b5-f620dadbfd2b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2.72,1543452427818,10.0,1.0
Uber,Haymarket Square,Financial District,1eb8dca6-ba55-4428-aa85-96e3f63eb89f,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.25,1543510077662,7.5,1.0
Uber,Haymarket Square,Financial District,30793b55-985a-42fa-98d9-063dc71519a4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.25,1543359442352,26.5,1.0
Uber,Haymarket Square,Financial District,41a60b80-9c06-4a15-adfb-fbd7e672efeb,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.25,1543673882566,7.5,1.0
Uber,Haymarket Square,Financial District,65e0779f-b39c-400d-9941-eca9c18746a6,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.25,1543447928148,16.0,1.0
Uber,Haymarket Square,Financial District,7510d215-e265-40c9-aa16-82141c0e1aae,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.25,1543490580599,11.5,1.0
Uber,Haymarket Square,Financial District,b9f62097-6a01-4341-b112-d0b44e4daf3d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.25,1543256769957,7.5,1.0
Uber,Haymarket Square,Financial District,f12c0fd5-d433-4926-b80f-a3c8698d3385,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.25,1543299863635,,1.0
Uber,North End,West End,04ee1322-d2ac-4e89-89d9-2cbaf66a812a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.23,1544678410596,6.5,1.0
Uber,North End,West End,1432f3ce-3eac-4291-a9a9-f4afedc087ee,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.23,1544961609456,7.5,1.0
Uber,North End,West End,2c25cec4-662b-4945-8f49-9a509372600c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.23,1543308683338,11.5,1.0
Uber,North End,West End,39b13215-14d9-41fb-bf19-4d1f1e1d18e0,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.23,1543599477507,15.0,1.0
Uber,North End,West End,70519815-8797-41c4-9e3d-ebc318f4c13c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.23,1543623788978,,1.0
Uber,North End,West End,cbd422f6-0aed-47b7-8758-fdb3211d8e6c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.23,1545126009881,7.5,1.0
Uber,North End,West End,db81a59e-4bac-43f6-b306-dd2a1879c436,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.23,1543696986532,27.5,1.0
Uber,Boston University,Back Bay,136bdf70-69fa-4f94-99b8-aeb6be1579f1,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.41,1544849105855,7.0,1.0
Uber,Boston University,Back Bay,19310e2c-ad9b-4414-aaa5-625890be7111,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.41,1544902210796,,1.0
Uber,Boston University,Back Bay,5e3a4a86-3084-4714-8180-151213df6734,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.41,1543410847955,13.0,1.0
Uber,Boston University,Back Bay,67627701-83c5-4714-8cab-72ba9efa4cbc,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.41,1543869184491,8.0,1.0
Uber,Boston University,Back Bay,754419c5-061a-4c37-9e55-70645e233156,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,1.41,1543347923114,8.0,1.0
Uber,Boston University,Back Bay,c67a4264-3af0-4eb4-b393-b7bf32afb828,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.41,1545031810349,16.5,1.0
Uber,Boston University,Back Bay,c890ab1f-056e-4a88-978e-be89e252f32d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.41,1545152711702,27.0,1.0
Uber,Beacon Hill,Haymarket Square,03a10295-7955-447f-b0eb-42e88b07dd74,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.36,1544792710474,17.5,1.0
Uber,Beacon Hill,Haymarket Square,16ff23fc-f057-49ec-bc3c-86cc4ccc7d21,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,1.36,1544820610388,,1.0
Uber,Beacon Hill,Haymarket Square,65dc3773-b346-42ba-b1f6-ef5df58fc443,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,1.36,1545018606841,26.0,1.0
Uber,Beacon Hill,Haymarket Square,7e3ed60d-d70c-4696-8aed-dde00e249877,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,1.36,1543407385896,7.5,1.0
Uber,Beacon Hill,Haymarket Square,c4c50ba9-164b-49e5-82f3-1b8fe3af2707,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,1.36,1543725778783,8.0,1.0
Uber,Beacon Hill,Haymarket Square,fe84a9fe-6d7c-4f0e-ab0e-4c1f6b0a37ee,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.36,1543816378051,13.0,1.0
Uber,Beacon Hill,North End,85270a20-2c21-460c-a8f9-de7c28c91f21,6c84fd89-3f11-4782-9b50-97c468b19529,Black,1.79,1544891411066,19.5,1.0
Uber,Back Bay,Northeastern University,ac2c983f-cecc-4d53-9f06-e2fa009396df,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,1.64,1544676011888,12.5,1.0
Uber,Back Bay,South Station,1e2af8ba-efdd-45e4-9156-0ef33179bdf5,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,3.44,1544855703805,12.0,1.0
Uber,Back Bay,South Station,35828807-3245-43c6-a535-b928cfaa56cf,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,3.44,1543311562059,,1.0
Uber,Back Bay,South Station,3ac00134-976e-40e0-9c36-a7743653932d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,3.44,1543286902142,27.0,1.0
Uber,Back Bay,South Station,61f011f1-7c83-42da-81e7-75c2c18c2df9,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,3.44,1543697579617,12.5,1.0
Uber,Back Bay,South Station,caa60baa-e64b-491c-9abd-ee8ddb4e69ff,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,3.44,1543889579124,34.0,1.0
Uber,Back Bay,South Station,ed74e844-f3fc-42d5-ae95-94099b217e68,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,3.44,1544672399302,12.5,1.0
